Operator,In Out Travelling,Network Type,Rating,Call Drop Category,Latitude,Longitude,State Name
Vodafone,Outdoor,2G,2,Poor Voice Quality,26.9588198,77.9901028,Uttar Pradesh
Airtel,Indoor,4G,5,Satisfactory,26.8625796,81.0179214,Uttar Pradesh
Vodafone,Indoor,4G,1,Call Dropped,22.6356822,88.4402039,West Bengal
BSNL,Indoor,Unknown,5,Satisfactory,17.61700031,83.18540467,Andhra Pradesh
RJio,Indoor,4G,5,Satisfactory,-1,-1,NA
RJio,Indoor,4G,5,Satisfactory,-1,-1,NA
RJio,Outdoor,4G,4,Satisfactory,24.99216122,85.14003466,Bihar
RJio,Indoor,4G,3,Satisfactory,22.06324555,75.39999512,Madhya Pradesh
Airtel,Indoor,Unknown,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,5,Satisfactory,-1,-1,NA
RJio,Indoor,4G,3,Satisfactory,22.0634975,75.3997216,Madhya Pradesh
Airtel,Indoor,4G,2,Poor Voice Quality,26.12768578,89.45978345,West Bengal
Idea,Indoor,4G,4,Satisfactory,31.63059257,74.83481135,Punjab
Idea,Indoor,4G,4,Satisfactory,31.63059257,74.83481135,Punjab
Idea,Indoor,4G,4,Satisfactory,31.63059257,74.83481135,Punjab
Idea,Indoor,4G,3,Satisfactory,31.63059257,74.83481135,Punjab
Idea,Indoor,4G,4,Satisfactory,31.63059257,74.83481135,Punjab
Idea,Indoor,4G,4,Satisfactory,31.63059257,74.83481135,Punjab
Idea,Indoor,4G,4,Satisfactory,31.63059257,74.83481135,Punjab
Idea,Indoor,4G,3,Satisfactory,31.63059257,74.83481135,Punjab
Idea,Indoor,4G,4,Satisfactory,31.6308738,74.8348214,Punjab
Idea,Indoor,4G,4,Satisfactory,31.6308465,74.8348349,Punjab
Airtel,Indoor,Unknown,4,Satisfactory,34.06192208,74.8574724,Kashmir
Airtel,Indoor,Unknown,4,Satisfactory,34.06192208,74.8574724,Kashmir
Airtel,Indoor,Unknown,4,Satisfactory,-1,-1,NA
Airtel,Indoor,Unknown,4,Satisfactory,-1,-1,NA
Vodafone,Indoor,4G,4,Satisfactory,22.6356762,88.4402215,West Bengal
Airtel,Indoor,Unknown,4,Satisfactory,-1,-1,NA
Airtel,Indoor,4G,4,Satisfactory,28.89197134,76.60447595,Haryana
Airtel,Indoor,Unknown,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,Unknown,1,Poor Voice Quality,-1,-1,NA
Airtel,Travelling,4G,4,Satisfactory,28.89197134,76.60447595,Haryana
Vodafone,Outdoor,4G,5,Satisfactory,22.5669807,88.3547438,West Bengal
Airtel,Outdoor,4G,1,Poor Voice Quality,11.93884667,76.614765,Karnataka
Airtel,Indoor,Unknown,1,Poor Voice Quality,-1,-1,NA
BSNL,Indoor,3G,3,Satisfactory,16.9390058,81.9552846,Andhra Pradesh
Airtel,Outdoor,4G,1,Call Dropped,11.93890667,76.61486667,Karnataka
Idea,Outdoor,4G,4,Satisfactory,-1,-1,NA
Vodafone,Indoor,4G,1,Call Dropped,22.6356711,88.4402235,West Bengal
RJio,Outdoor,4G,4,Satisfactory,22.4806463,88.4057171,West Bengal
Idea,Outdoor,4G,4,Satisfactory,-1,-1,NA
Vodafone,Indoor,3G,1,Poor Voice Quality,19.28345209,72.86989662,Maharashtra
RJio,Indoor,4G,4,Satisfactory,22.8310778,70.79145008,Gujarat
RJio,Outdoor,4G,4,Satisfactory,22.83144966,70.79135955,Gujarat
Airtel,Indoor,Unknown,5,Satisfactory,13.93680961,75.54826839,Karnataka
RJio,Outdoor,4G,2,Poor Voice Quality,-1,-1,NA
RJio,Outdoor,4G,4,Satisfactory,-1,-1,NA
Airtel,Indoor,4G,5,Satisfactory,26.8626059,81.0179449,Uttar Pradesh
Vodafone,Indoor,4G,4,Satisfactory,22.6356861,88.4402179,West Bengal
Vodafone,Indoor,4G,4,Satisfactory,22.6356861,88.4402179,West Bengal
Airtel,Indoor,4G,5,Satisfactory,12.34330201,76.61840386,Karnataka
Airtel,Indoor,Unknown,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Call Dropped,26.12725411,89.4605357,West Bengal
RJio,Indoor,4G,5,Satisfactory,22.4806405,88.4057073,West Bengal
RJio,Indoor,4G,1,Poor Voice Quality,25.95495884,80.14668788,Uttar Pradesh
BSNL,Indoor,Unknown,3,Poor Voice Quality,19.9467825,85.8189972,Odisha
BSNL,Outdoor,Unknown,4,Satisfactory,19.9519556,85.815101,Odisha
RJio,Indoor,4G,2,Poor Voice Quality,21.164254,72.8816396,Gujarat
RJio,Indoor,4G,2,Poor Voice Quality,21.164254,72.8816396,Gujarat
RJio,Indoor,4G,1,Poor Voice Quality,21.1638552,72.8812704,Gujarat
Airtel,Indoor,4G,4,Satisfactory,28.89197134,76.60447595,Haryana
Vodafone,Outdoor,3G,3,Poor Voice Quality,13.03409614,77.55496449,Karnataka
BSNL,Indoor,Unknown,2,Call Dropped,-1,-1,NA
BSNL,Outdoor,Unknown,1,Call Dropped,-1,-1,NA
BSNL,Outdoor,Unknown,4,Satisfactory,-1,-1,NA
BSNL,Indoor,Unknown,4,Satisfactory,-1,-1,NA
RJio,Indoor,4G,4,Satisfactory,22.67163691,88.33623868,West Bengal
BSNL,Indoor,3G,5,Satisfactory,-1,-1,NA
Airtel,Indoor,Unknown,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,4,Satisfactory,22.67127136,88.33649309,West Bengal
Airtel,Indoor,4G,5,Satisfactory,17.4472752,78.3814986,Telangana
RJio,Indoor,4G,4,Satisfactory,22.67152455,88.3366651,West Bengal
RJio,Outdoor,4G,1,Poor Voice Quality,20.91326488,70.3647153,Gujarat
Vodafone,Indoor,4G,4,Satisfactory,22.6356781,88.4402144,West Bengal
RJio,Indoor,4G,4,Satisfactory,26.78966333,80.89139333,Uttar Pradesh
Vodafone,Indoor,4G,4,Satisfactory,22.63567,88.4402151,West Bengal
Airtel,Indoor,4G,5,Satisfactory,12.34330201,76.61840386,Karnataka
Vodafone,Indoor,4G,4,Satisfactory,22.63567,88.4402151,West Bengal
Vodafone,Indoor,2G,4,Satisfactory,23.4933486,87.309673,West Bengal
Airtel,Indoor,Unknown,1,Poor Voice Quality,-1,-1,NA
Vodafone,Indoor,4G,4,Satisfactory,22.6356765,88.4402248,West Bengal
Airtel,Indoor,4G,3,Poor Voice Quality,18.499598,73.8420576,Maharashtra
RJio,Indoor,4G,4,Satisfactory,22.47978172,88.40606142,West Bengal
Airtel,Indoor,4G,1,Call Dropped,26.43040879,80.31640612,Uttar Pradesh
Airtel,Indoor,Unknown,1,Call Dropped,-1,-1,NA
Airtel,Indoor,4G,5,Satisfactory,17.4472749,78.3814882,Telangana
Airtel,Indoor,4G,1,Call Dropped,26.43040879,80.31640612,Uttar Pradesh
Idea,Indoor,4G,3,Satisfactory,29.85852167,79.65644,Uttarakhand
BSNL,Indoor,3G,5,Satisfactory,-1,-1,NA
RJio,Indoor,4G,5,Satisfactory,-1,-1,NA
RJio,Outdoor,4G,1,Poor Voice Quality,20.91347317,70.36488712,Gujarat
BSNL,Indoor,3G,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,1,Call Dropped,19.4588895,72.817464,Maharashtra
Airtel,Indoor,4G,5,Satisfactory,12.34345615,76.61868453,Karnataka
RJio,Indoor,4G,3,Satisfactory,22.06352329,75.39970645,Madhya Pradesh
Idea,Indoor,4G,3,Satisfactory,29.85852167,79.65644,Uttarakhand
Airtel,Indoor,Unknown,3,Call Dropped,22.6742635,75.8257277,Madhya Pradesh
Airtel,Indoor,4G,1,Call Dropped,26.43040879,80.31640612,Uttar Pradesh
RJio,Indoor,4G,1,Call Dropped,20.91352614,70.36497172,Gujarat
Airtel,Outdoor,4G,1,Call Dropped,11.93884833,76.61494667,Karnataka
Airtel,Indoor,Unknown,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,5,Satisfactory,22.8086506,86.1898883,Jharkhand
Airtel,Indoor,3G,4,Satisfactory,16.8841224,79.6925841,Telangana
BSNL,Indoor,Unknown,4,Satisfactory,-1,-1,NA
BSNL,Indoor,Unknown,2,Poor Voice Quality,-1,-1,NA
BSNL,Indoor,Unknown,4,Satisfactory,-1,-1,NA
BSNL,Indoor,Unknown,4,Satisfactory,-1,-1,NA
BSNL,Indoor,Unknown,2,Poor Voice Quality,-1,-1,NA
BSNL,Indoor,Unknown,4,Satisfactory,-1,-1,NA
RJio,Indoor,4G,4,Satisfactory,22.67146702,88.33671641,West Bengal
Airtel,Indoor,4G,3,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,5,Satisfactory,26.12837573,89.46093024,West Bengal
Vodafone,Indoor,4G,5,Satisfactory,28.63582667,77.17577167,NCT
RJio,Indoor,4G,1,Poor Voice Quality,12.9848129,77.687698,Karnataka
Vodafone,Indoor,2G,5,Satisfactory,23.4933515,87.3096772,West Bengal
Airtel,Indoor,Unknown,1,Poor Voice Quality,-1,-1,NA
Vodafone,Indoor,3G,4,Satisfactory,12.94039646,79.16894337,Tamil Nadu
Airtel,Indoor,Unknown,5,Satisfactory,10.30297268,76.22311989,Kerala
Airtel,Outdoor,Unknown,5,Satisfactory,10.30274202,76.22344708,Kerala
Vodafone,Indoor,4G,4,Satisfactory,22.6356759,88.4402167,West Bengal
RJio,Indoor,4G,4,Satisfactory,26.78966333,80.89139333,Uttar Pradesh
Airtel,Indoor,4G,5,Satisfactory,26.8625943,81.0179566,Uttar Pradesh
BSNL,Indoor,Unknown,5,Satisfactory,17.81822135,83.38391204,Andhra Pradesh
Airtel,Indoor,Unknown,1,Call Dropped,-1,-1,NA
Airtel,Indoor,Unknown,4,Satisfactory,-1,-1,NA
BSNL,Indoor,3G,1,Call Dropped,-1,-1,NA
Vodafone,Indoor,Unknown,5,Satisfactory,18.5601804,73.7744179,Maharashtra
Airtel,Indoor,4G,1,Poor Voice Quality,22.56318667,88.40346667,West Bengal
Idea,Indoor,4G,5,Satisfactory,31.63066977,74.83476408,Punjab
Idea,Indoor,4G,4,Satisfactory,31.6307862,74.8348339,Punjab
Airtel,Outdoor,4G,4,Satisfactory,13.93676857,75.54840101,Karnataka
RJio,Indoor,4G,5,Satisfactory,-1,-1,NA
RJio,Indoor,4G,2,Poor Voice Quality,25.5571128,84.6683297,Bihar
Airtel,Indoor,4G,4,Satisfactory,13.93666808,75.54824798,Karnataka
Airtel,Travelling,4G,1,Call Dropped,17.7599642,83.2221738,Andhra Pradesh
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,Unknown,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,Unknown,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,4,Satisfactory,26.78966333,80.89139333,Uttar Pradesh
Vodafone,Indoor,2G,5,Satisfactory,22.6956957,88.398067,West Bengal
Vodafone,Indoor,2G,5,Satisfactory,22.695373,88.3959168,West Bengal
Idea,Indoor,Unknown,1,Poor Voice Quality,26.47907667,80.316155,Uttar Pradesh
Idea,Indoor,3G,1,Call Dropped,26.47943333,80.310105,Uttar Pradesh
Idea,Indoor,3G,1,Call Dropped,26.47943333,80.310105,Uttar Pradesh
Airtel,Indoor,Unknown,4,Satisfactory,22.56327167,88.40347,West Bengal
Airtel,Indoor,Unknown,4,Satisfactory,22.56327167,88.40347,West Bengal
Airtel,Indoor,4G,2,Poor Voice Quality,22.561575,88.404085,West Bengal
BSNL,Outdoor,Unknown,4,Satisfactory,10.52174167,76.24932,Kerala
Vodafone,Indoor,3G,2,Poor Voice Quality,26.9382282,77.9697605,Chhattisgarh
Vodafone,Outdoor,2G,1,Poor Voice Quality,26.09601352,90.56827981,Assam
Vodafone,Outdoor,2G,1,Poor Voice Quality,26.09545557,90.56532852,Assam
Airtel,Indoor,Unknown,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,Unknown,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,1,Call Dropped,-1,-1,NA
RJio,Indoor,4G,1,Poor Voice Quality,16.47357856,73.68768311,Maharashtra
Airtel,Indoor,4G,4,Satisfactory,12.88051461,77.69419201,Karnataka
RJio,Indoor,4G,5,Satisfactory,19.8726455,75.5400532,Maharashtra
RJio,Indoor,4G,5,Satisfactory,22.59326972,88.29865589,West Bengal
RJio,Outdoor,4G,1,Call Dropped,-1,-1,NA
Airtel,Indoor,4G,5,Satisfactory,12.34330488,76.61869233,Karnataka
Idea,Indoor,4G,3,Satisfactory,29.85795667,79.65558333,Uttarakhand
Airtel,Outdoor,4G,5,Satisfactory,17.72674059,83.30392747,Andhra Pradesh
RJio,Indoor,4G,2,Poor Voice Quality,-1,-1,NA
RJio,Outdoor,4G,1,Call Dropped,-1,-1,NA
RJio,Outdoor,4G,1,Call Dropped,-1,-1,NA
RJio,Outdoor,4G,1,Call Dropped,-1,-1,NA
RJio,Outdoor,4G,1,Call Dropped,-1,-1,NA
RJio,Outdoor,4G,1,Call Dropped,-1,-1,NA
RJio,Outdoor,4G,1,Call Dropped,-1,-1,NA
RJio,Outdoor,4G,1,Call Dropped,-1,-1,NA
RJio,Outdoor,4G,1,Call Dropped,-1,-1,NA
RJio,Outdoor,4G,1,Call Dropped,-1,-1,NA
RJio,Outdoor,4G,1,Call Dropped,-1,-1,NA
RJio,Outdoor,4G,1,Call Dropped,-1,-1,NA
RJio,Outdoor,4G,1,Call Dropped,-1,-1,NA
RJio,Outdoor,4G,1,Call Dropped,-1,-1,NA
RJio,Outdoor,4G,1,Call Dropped,-1,-1,NA
RJio,Outdoor,4G,1,Call Dropped,-1,-1,NA
RJio,Outdoor,4G,1,Call Dropped,-1,-1,NA
RJio,Outdoor,4G,1,Call Dropped,-1,-1,NA
RJio,Outdoor,4G,1,Call Dropped,-1,-1,NA
RJio,Outdoor,4G,1,Call Dropped,-1,-1,NA
RJio,Outdoor,4G,1,Call Dropped,-1,-1,NA
RJio,Outdoor,4G,1,Call Dropped,-1,-1,NA
RJio,Outdoor,4G,1,Call Dropped,-1,-1,NA
RJio,Outdoor,4G,1,Call Dropped,-1,-1,NA
RJio,Outdoor,4G,1,Call Dropped,-1,-1,NA
RJio,Outdoor,4G,1,Call Dropped,-1,-1,NA
Vodafone,Indoor,4G,1,Call Dropped,22.6356695,88.4402134,West Bengal
Vodafone,Indoor,4G,4,Satisfactory,12.94036798,79.16895686,Tamil Nadu
Airtel,Indoor,4G,4,Satisfactory,11.0217432,76.945401,Tamil Nadu
Airtel,Indoor,4G,3,Satisfactory,11.0216782,76.9454891,Tamil Nadu
Airtel,Indoor,4G,5,Satisfactory,11.02188311,76.94547859,Tamil Nadu
Airtel,Indoor,4G,3,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,3,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,3,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,20.4928835,85.9357531,Odisha
MTNL,Outdoor,4G,5,Satisfactory,18.9715801,72.837973,Maharashtra
MTNL,Indoor,Unknown,5,Satisfactory,18.9715801,72.837973,Maharashtra
RJio,Outdoor,4G,1,Call Dropped,18.60265015,73.74489241,Maharashtra
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
BSNL,Indoor,Unknown,5,Satisfactory,17.61934132,83.18933403,Andhra Pradesh
Vodafone,Indoor,4G,1,Call Dropped,13.03409614,77.55496449,Karnataka
Vodafone,Indoor,4G,1,Call Dropped,13.03409614,77.55496449,Karnataka
Airtel,Indoor,Unknown,1,Poor Voice Quality,16.2372941,80.6565498,Andhra Pradesh
Airtel,Indoor,Unknown,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,Unknown,1,Poor Voice Quality,-1,-1,NA
BSNL,Indoor,Unknown,5,Satisfactory,17.61934132,83.18933403,Andhra Pradesh
Airtel,Indoor,Unknown,1,Call Dropped,26.43040879,80.31640612,Uttar Pradesh
Airtel,Indoor,2G,4,Satisfactory,18.499327,73.8273986,Maharashtra
Airtel,Indoor,4G,1,Call Dropped,26.43040879,80.31640612,Uttar Pradesh
Vodafone,Indoor,4G,3,Satisfactory,22.46697501,88.40185236,West Bengal
BSNL,Indoor,3G,4,Satisfactory,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,20.48674167,85.93987833,Odisha
Vodafone,Outdoor,3G,1,Poor Voice Quality,-1,-1,NA
Vodafone,Outdoor,Unknown,1,Poor Voice Quality,-1,-1,NA
Vodafone,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,4,Satisfactory,22.67135475,88.33695474,West Bengal
Vodafone,Indoor,3G,4,Satisfactory,12.94032089,79.16908277,Tamil Nadu
RJio,Indoor,4G,5,Satisfactory,19.8726455,75.5400532,Maharashtra
RJio,Indoor,4G,5,Satisfactory,19.8726455,75.5400532,Maharashtra
RJio,Travelling,4G,2,Poor Voice Quality,28.7195445,77.157324,NCT
RJio,Indoor,4G,4,Satisfactory,22.6715163,88.3366495,West Bengal
Airtel,Indoor,4G,4,Satisfactory,28.89190839,76.60442314,Haryana
Vodafone,Indoor,2G,5,Satisfactory,22.6951353,88.3981178,West Bengal
RJio,Indoor,4G,4,Satisfactory,28.68593619,77.3623763,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,22.67145522,88.33685183,West Bengal
Vodafone,Indoor,2G,5,Satisfactory,22.6951353,88.3981178,West Bengal
RJio,Indoor,4G,4,Satisfactory,22.80887161,86.18998059,Jharkhand
Airtel,Indoor,4G,5,Satisfactory,-1,-1,NA
Airtel,Indoor,4G,5,Satisfactory,-1,-1,NA
Airtel,Indoor,4G,5,Satisfactory,-1,-1,NA
Airtel,Indoor,Unknown,2,Call Dropped,13.93697009,75.54830913,Karnataka
Airtel,Indoor,Unknown,3,Poor Voice Quality,11.100274,79.6480652,Tamil Nadu
Vodafone,Indoor,4G,4,Satisfactory,13.03409614,77.55496449,Karnataka
RJio,Outdoor,4G,1,Poor Voice Quality,28.89778496,76.57790351,Haryana
RJio,Outdoor,4G,1,Poor Voice Quality,28.89723949,76.57787822,Haryana
RJio,Outdoor,4G,1,Poor Voice Quality,28.89723949,76.57787822,Haryana
RJio,Indoor,4G,1,Poor Voice Quality,20.913525,70.3650058,Gujarat
Vodafone,Indoor,4G,5,Satisfactory,13.03409614,77.55496449,Karnataka
BSNL,Indoor,Unknown,5,Satisfactory,17.61934132,83.18933403,Andhra Pradesh
RJio,Indoor,4G,4,Satisfactory,28.68616951,77.36215201,Uttar Pradesh
Idea,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,Unknown,3,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,4,Satisfactory,10.97609379,79.70732588,Tamil Nadu
Vodafone,Outdoor,4G,1,Call Dropped,26.97740333,75.74846167,Rajasthan
Airtel,Indoor,4G,5,Satisfactory,18.4993167,73.8274011,Maharashtra
Airtel,Indoor,4G,5,Satisfactory,18.4973193,73.8284895,Maharashtra
Airtel,Indoor,Unknown,4,Satisfactory,13.93672588,75.54820932,Karnataka
RJio,Outdoor,4G,4,Satisfactory,22.48067326,88.40524997,West Bengal
BSNL,Indoor,Unknown,4,Satisfactory,-1,-1,NA
RJio,Indoor,4G,5,Satisfactory,19.8726455,75.5400532,Maharashtra
RJio,Indoor,4G,4,Satisfactory,28.68600326,77.36221258,Uttar Pradesh
Airtel,Indoor,4G,3,Poor Voice Quality,-1,-1,NA
BSNL,Indoor,Unknown,4,Satisfactory,-1,-1,NA
BSNL,Indoor,Unknown,4,Satisfactory,-1,-1,NA
BSNL,Indoor,Unknown,4,Satisfactory,-1,-1,NA
BSNL,Indoor,Unknown,4,Satisfactory,-1,-1,NA
BSNL,Indoor,Unknown,4,Satisfactory,23.57855167,87.17887167,West Bengal
Vodafone,Indoor,4G,5,Satisfactory,28.635485,77.175535,NCT
Vodafone,Outdoor,4G,5,Satisfactory,28.635485,77.175535,NCT
Idea,Indoor,4G,3,Satisfactory,29.85795667,79.65558333,Uttarakhand
Idea,Indoor,4G,3,Satisfactory,29.85795667,79.65558333,Uttarakhand
Airtel,Outdoor,3G,1,Call Dropped,17.72674059,83.30392747,Andhra Pradesh
Airtel,Outdoor,3G,1,Call Dropped,17.72674059,83.30392747,Andhra Pradesh
Airtel,Indoor,4G,5,Satisfactory,-1,-1,NA
RJio,Indoor,4G,4,Satisfactory,22.67190358,88.33661396,West Bengal
RJio,Outdoor,4G,4,Satisfactory,22.48067326,88.40524997,West Bengal
Vodafone,Indoor,4G,5,Satisfactory,28.63546,77.17528167,NCT
Airtel,Indoor,4G,4,Satisfactory,18.49956333,73.82736333,Maharashtra
Airtel,Indoor,4G,5,Satisfactory,18.49956333,73.82736333,Maharashtra
Airtel,Indoor,4G,5,Satisfactory,18.49956333,73.82736333,Maharashtra
RJio,Indoor,4G,4,Satisfactory,22.6714524,88.33672487,West Bengal
Airtel,Indoor,4G,5,Satisfactory,12.34344006,76.61882937,Karnataka
Airtel,Indoor,Unknown,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,3G,1,Call Dropped,17.72674059,83.30392747,Andhra Pradesh
Airtel,Indoor,Unknown,1,Call Dropped,17.72674059,83.30392747,Andhra Pradesh
Airtel,Indoor,Unknown,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,Unknown,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,Unknown,1,Poor Voice Quality,-1,-1,NA
BSNL,Indoor,3G,3,Satisfactory,16.93899143,81.95526951,Andhra Pradesh
RJio,Indoor,4G,5,Satisfactory,19.8726455,75.5400532,Maharashtra
RJio,Outdoor,4G,4,Satisfactory,22.48067326,88.40524997,West Bengal
RJio,Indoor,Unknown,4,Satisfactory,22.80887161,86.18998059,Jharkhand
RJio,Outdoor,4G,1,Poor Voice Quality,20.9135259,70.3650064,Gujarat
Vodafone,Indoor,Unknown,5,Satisfactory,22.5698665,88.9146912,West Bengal
RJio,Indoor,4G,1,Poor Voice Quality,20.9135248,70.3650058,Gujarat
BSNL,Indoor,Unknown,5,Satisfactory,17.61934132,83.18933403,Andhra Pradesh
Airtel,Outdoor,4G,4,Satisfactory,-1,-1,NA
Vodafone,Indoor,4G,4,Satisfactory,22.6356953,88.4401465,West Bengal
BSNL,Indoor,Unknown,4,Satisfactory,23.57855167,87.17887167,West Bengal
BSNL,Indoor,Unknown,4,Satisfactory,23.57855167,87.17887167,West Bengal
RJio,Travelling,Unknown,1,Poor Voice Quality,19.206407,72.9861613,Maharashtra
RJio,Indoor,4G,1,Poor Voice Quality,19.2064004,72.9861405,Maharashtra
Vodafone,Indoor,4G,1,Poor Voice Quality,13.03411697,77.55496281,Karnataka
Vodafone,Indoor,4G,1,Poor Voice Quality,13.03411697,77.55496281,Karnataka
Vodafone,Indoor,3G,1,Poor Voice Quality,19.28377733,72.86969029,Maharashtra
BSNL,Indoor,Unknown,4,Satisfactory,23.57855167,87.17887167,West Bengal
RJio,Indoor,4G,1,Poor Voice Quality,19.2064004,72.9861405,Maharashtra
Airtel,Indoor,4G,5,Satisfactory,26.8625943,81.0179566,Uttar Pradesh
Vodafone,Indoor,4G,4,Satisfactory,22.6357169,88.440128,West Bengal
Vodafone,Indoor,4G,4,Satisfactory,22.6357169,88.440128,West Bengal
Airtel,Indoor,4G,5,Satisfactory,26.8625943,81.0179566,Uttar Pradesh
BSNL,Indoor,Unknown,5,Satisfactory,17.6173996,83.186073,Andhra Pradesh
Vodafone,Indoor,4G,4,Satisfactory,22.6357169,88.440128,West Bengal
Airtel,Indoor,4G,5,Satisfactory,12.9098059,77.5851438,Karnataka
Vodafone,Indoor,4G,4,Satisfactory,22.6357169,88.440128,West Bengal
RJio,Indoor,4G,3,Satisfactory,18.6076635,73.7896979,Maharashtra
RJio,Indoor,4G,2,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,2,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,4,Satisfactory,18.5190043,73.8568157,Maharashtra
RJio,Indoor,4G,2,Poor Voice Quality,-1,-1,NA
RJio,Outdoor,4G,4,Satisfactory,24.99219156,85.14021076,Bihar
RJio,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,3,Satisfactory,22.06360531,75.39970377,Madhya Pradesh
RJio,Indoor,4G,5,Satisfactory,19.8726455,75.5400532,Maharashtra
RJio,Indoor,4G,3,Satisfactory,22.06369126,75.39964224,Madhya Pradesh
MTNL,Indoor,4G,1,Call Dropped,18.97111216,72.83742845,Maharashtra
Airtel,Indoor,4G,5,Satisfactory,12.9098113,77.5851455,Karnataka
Airtel,Indoor,4G,5,Satisfactory,12.9098113,77.5851455,Karnataka
Vodafone,Indoor,Unknown,1,Poor Voice Quality,19.2064578,72.9860346,Maharashtra
Vodafone,Outdoor,4G,1,Call Dropped,26.97740333,75.74846167,Rajasthan
Idea,Outdoor,4G,2,Poor Voice Quality,18.42228548,84.04829178,Andhra Pradesh
Idea,Indoor,4G,2,Call Dropped,18.436861,84.0485181,Andhra Pradesh
Idea,Outdoor,Unknown,5,Satisfactory,18.42069561,84.04293936,Andhra Pradesh
Idea,Indoor,Unknown,4,Satisfactory,18.42069561,84.04293936,Andhra Pradesh
RJio,Indoor,4G,4,Satisfactory,28.685958,77.3621468,Uttar Pradesh
Airtel,Indoor,4G,5,Satisfactory,26.8625864,81.0179537,Uttar Pradesh
RJio,Indoor,4G,1,Call Dropped,18.4894474,73.7879219,Maharashtra
RJio,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Travelling,4G,2,Poor Voice Quality,-1,-1,NA
Vodafone,Indoor,2G,5,Satisfactory,22.6991402,88.389022,West Bengal
Airtel,Indoor,4G,2,Call Dropped,26.43040879,80.31640612,Uttar Pradesh
RJio,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,4,Satisfactory,17.54546333,78.488125,Telangana
Airtel,Indoor,4G,4,Satisfactory,17.54546333,78.488125,Telangana
Airtel,Indoor,4G,1,Call Dropped,17.545535,78.48813167,Telangana
MTNL,Indoor,Unknown,5,Satisfactory,18.97111216,72.83742845,Maharashtra
Airtel,Indoor,4G,1,Call Dropped,17.545535,78.48813167,Telangana
Airtel,Indoor,4G,1,Call Dropped,17.545535,78.48813167,Telangana
MTNL,Indoor,Unknown,5,Satisfactory,18.97111216,72.83742845,Maharashtra
Airtel,Indoor,4G,5,Satisfactory,26.8626029,81.0179613,Uttar Pradesh
BSNL,Indoor,Unknown,4,Satisfactory,23.5781,87.17984,West Bengal
Airtel,Indoor,Unknown,3,Call Dropped,22.6741415,75.8256851,Madhya Pradesh
Airtel,Indoor,4G,5,Satisfactory,12.9097694,77.5851634,Karnataka
MTNL,Indoor,Unknown,5,Satisfactory,18.97111216,72.83742845,Maharashtra
Idea,Indoor,4G,3,Satisfactory,29.856965,79.655345,Uttarakhand
MTNL,Indoor,Unknown,5,Satisfactory,18.97111216,72.83742845,Maharashtra
BSNL,Outdoor,2G,1,Poor Voice Quality,12.9769338,75.8177256,Karnataka
BSNL,Indoor,Unknown,4,Satisfactory,19.9467825,85.8189972,Odisha
BSNL,Outdoor,Unknown,4,Satisfactory,19.9460095,85.8188346,Odisha
Airtel,Indoor,Unknown,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,Unknown,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,Unknown,4,Satisfactory,22.8087261,86.1901757,Jharkhand
Airtel,Indoor,4G,5,Satisfactory,12.9097265,77.58515,Karnataka
Airtel,Indoor,Unknown,4,Satisfactory,13.93673206,75.54832537,Karnataka
